Date,Time,Site,Tracker_ID,NOCA_ID,Band,Colour_L,Colour_R,Sex,GPS_ID,Lat,Lon,Signal,Gain,Angle,Direction,Receiver,Temperature,Wind,Cloud,Precipitations,Snow_depth,Snow_hardness,Snow_water
02-28-2025,8:38,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,02-28-25 NOCA620,45.40770,-73.93319,154,30,105,UP,OLD,-10,20,0,0,41,1,1
02-28-2025,9:14,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,02-28-25 NOCA617,45.41044,-73.93070,152,30,281,UP,OLD,-10,19,0,0,41,1,1
02-28-2025,9:35,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,02-28-25 NOCA631,45.41081,-73.93010,154,30,152,UP,OLD,-10,20,0,0,41,1,1
02-28-2025,11:02,3,ET,635,2991-46014,Red/Black,Metal/Green,M,02-28-25 NOCA635,45.41046,-73.92075,153,30,120,STRAIGHT,OLD,-10,20,0,0,41,1,1
02-28-2025,12:14,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,02-28-25 NOCA614,45.40766,-73.93319,151,30,81,STRAIGHT,OLD,-8,20,7,0,41,1,1
03-04-2025,9:00,3,LF,635,2991-46014,Red/Black,Metal/Green,M,03-04-25 NOCA635,45.41003,-73.92015,190,40,245,UP,NEW,-4,5,80,0,48,1,3
03-04-2025,9:30,3,LF,637,2991-46015,Red/White,Metal/Green,M,03-04-25 NOCA637,45.41059,-73.92069,195,30,256,UP,NEW,-3,6,50,0,48,1,3
03-04-2025,10:20,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,03-04-25 NOCA631,45.41011,-73.92921,233,20,237,UP,NEW,1,6,100,0,48,1,3
03-04-2025,10:50,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,03-04-25 NOCA617,45.41165,-73.92908,200,30,230,STRAIGHT,NEW,1,6,100,0,48,1,3
03-04-2025,11:10,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,03-04-25 NOCA614,45.40745,-73.93325,201,30,214,UP,NEW,1,6,100,0,48,1,3
03-04-2025,11:20,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,03-04-25 NOCA630,45.40737,-73.93323,223,20,211,DOWN,NEW,1,6,100,0,48,1,3
03-04-2025,11:30,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,03-04-25 NOCA620,45.40846,-73.93314,225,20,222,UP,NEW,1,6,100,0,48,1,3
03-06-2025,10:00,4,LF,627,2991-10810,Blue/White,Metal/Green,M,03-06-25 NOCA627,45.43020,-73.93821,210,30,222,STRAIGHT,NEW,3,19,100,0,29,2,5
03-07-2025,10:25,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,03-07-25 NOCA631,45.41020,-73.92924,177,20,125,STRAIGHT,OLD,-4,34,5,0,38,2,2
03-07-2025,11:02,3,ET,635,2991-46014,Red/Black,Metal/Green,M,03-07-25 NOCA635,45.41032,-73.92083,151,30,92,STRAIGHT,OLD,-3,33,3,0,38,2,2
03-07-2025,12:14,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,03-07-25 NOCA617,45.41065,-73.92922,156,30,7,UP,OLD,-2,34,0,0,38,2,2
03-07-2025,12:52,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,03-07-25 NOCA630,45.40732,-73.93326,172,30,120,STRAIGHT,OLD,-1,35,0,0,38,2,2
03-07-2025,13:00,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,03-07-25 NOCA620,45.40754,-73.93323,165,30,116,UP,OLD,-1,35,2,0,38,2,2
03-07-2025,13:00,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,03-07-25 NOCA614,45.40754,-73.93323,158,30,116,UP,OLD,-1,35,2,0,38,2,2
03-09-2025,8:55,3,LF,635,2991-46014,Red/Black,Metal/Green,M,03-09-25 NOCA635,45.41099,-73.91974,199,30,126,UP,NEW,-3,13,100,0,40,4,1
03-09-2025,9:10,3,LF,637,2991-46015,Red/White,Metal/Green,M,03-09-25 NOCA637,45.41008,-73.92078,203,30,98,STRAIGHT,NEW,-3,12,100,0,40,4,1
03-09-2025,9:40,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,03-09-25 NOCA617,45.40998,-73.92992,204,30,85,STRAIGHT,NEW,-4,12,100,0,40,4,1
03-09-2025,9:50,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,03-09-25 NOCA631,45.41087,-73.93014,202,30,130,STRAIGHT,NEW,-4,12,100,0,40,4,1
03-09-2025,10:20,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,03-09-25 NOCA620,45.40733,-73.93336,212,30,100,STRAIGHT,NEW,-2,19,100,0,40,4,1
03-09-2025,10:35,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,03-09-25 NOCA630,45.40718,-73.93246,206,30,99,UP,NEW,-3,13,100,0,40,4,1
03-09-2025,11:00,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,03-09-25 NOCA614,45.40654,-73.93433,232,20,32,STRAIGHT,NEW,-3,14,100,0,40,4,1
03-11-2025,9:40,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,03-11-25 NOCA631,45.41003,-73.92987,201,30,5,STRAIGHT,NEW,0,4,60,0,34,2,2
03-11-2025,10:15,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,03-11-25 NOCA630,45.40722,-73.93321,212,30,141,STRAIGHT,NEW,0,4,40,0,34,2,2
03-11-2025,12:20,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,03-11-25 NOCA620,45.40763,-73.93252,198,30,330,STRAIGHT,NEW,6,4,80,0,34,2,2
03-11-2025,12:50,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,03-11-25 NOCA617,45.41103,-73.93064,169,50,320,STRAIGHT,NEW,7,4,60,0,34,2,2
03-12-2025,11:00,3,AMC,637,2991-46015,Red/White,Metal/Green,M,03-12-25 NOCA637,45.41208,-73.91960,158,40,162,STRAIGHT,NEW,-4,7,0,0,31,2,2
03-12-2025,11:41,3,AMC,617,2991-45869,Red/Yellow,Metal/Yellow,F,03-12-25 NOCA617,45.41167,-73.93040,200,40,113,STRAIGHT,NEW,-3,5,10,0,31,2,2
03-13-2025,10:15,4,LF,627,2991-10810,Blue/White,Metal/Green,M,03-13-25 NOCA627,45.42990,-73.93845,210,30,132,STRAIGHT,NEW,-7,15,20,0,24,4,2
03-14-2025,11:30,3,ET,640,2991-46021,Brown/Black,Metal/Yellow,F,03-14-25 NOCA640,45.40754,-73.93323,157,30,125,UP,OLD,4,6,2,0,24,4,2
03-14-2025,12:20,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,03-14-25 NOCA631,45.41003,-73.92922,180,30,72,STRAIGHT,OLD,6,6,5,0,24,4,2
03-16-2025,9:15,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,03-16-25 NOCA623,45.40754,-73.92535,129,60,255,UP,NEW,11,12,90,0,25,1,4
03-16-2025,9:50,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,03-16-25 NOCA620,45.40784,-73.93469,211,30,265,DOWN,NEW,9,11,100,0,25,1,4
03-16-2025,10:10,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,03-16-25 NOCA614,45.40639,-73.93341,198,40,254,STRAIGHT,NEW,9,11,100,0,25,1,4
03-16-2025,11:30,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,03-16-25 NOCA631,45.41003,-73.92921,197,30,270,STRAIGHT,NEW,9,13,100,1.7,25,1,4
03-16-2025,12:30,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,03-16-25 NOCA617,45.41082,-73.92930,203,30,233,DOWN,NEW,0,13,100,0,25,1,4
03-18-2025,10:00,4,LF,627,2991-10810,Blue/White,Metal/Green,M,03-18-25 NOCA627,45.43063,-73.93820,231,30,255,STRAIGHT,NEW,-3,4,0,0,7,4,4
03-23-2025,9:20,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,03-23-25 NOCA620,45.40759,-73.93321,201,30,125,STRAIGHT,NEW,-9,12,0,0,1,4,2
03-25-2025,10:00,4,LF,627,2991-10810,Blue/White,Metal/Green,M,03-25-25 NOCA627,45.43040,-73.93798,205,30,115,STRAIGHT,NEW,2,17,95,0,5,2,2
03-26-2025,10:10,4,ET,620,2651-73197,Red/Black,Metal/Yellow,F,03-26-25 NOCA620,45.40777,-73.93313,162,20,124,UP,OLD,2,17,70,0,0,0,0
03-26-2025,12:30,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,03-26-25 NOCA617,45.41029,-73.92082,157,30,100,STRAIGHT,OLD,3,15,80,0,0,0,0
03-28-2025,10:50,3,AMC,617,2991-45869,Red/Yellow,Metal/Yellow,F,03-28-25 NOCA617,45.41142,-73.93047,201,40,131,STRAIGHT,NEW,-2,16,60,0,0,0,0
03-28-2025,11:30,4,AMC,631,2991-46012,Black/Black,Metal/Yellow,F,03-28-25 NOCA631,45.41028,-73.92927,231,30,160,UP,NEW,-1,16,50,0,0,0,0
03-28-2025,11:50,4,AMC,620,2651-73197,Red/Black,Metal/Yellow,F,03-28-25 NOCA620,45.40766,-73.93327,208,40,101,STRAIGHT,NEW,1,16,50,0,0,0,0
03-28-2025,11:00,3,ET,640,2991-46021,Brown/Black,Metal/Yellow,F,03-28-25 NOCA640,45.42054,-73.90570,151,30,100,UP,OLD,-2,16,90,0,0,0,0
03-28-2025,12:20,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,03-28-25 NOCA630,45.41514,-73.91206,123,40,82,STRAIGHT,OLD,0,16,20,0,0,0,0
04-01-2025,10:20,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,04-01-25 NOCA617,45.41089,-73.93143,171,40,190,UP,NEW,-1,21,20,0,0,0,0
04-01-2025,10:50,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,04-01-25 NOCA614,45.40791,-73.93313,179,40,191,UP,NEW,0,21,10,0,0,0,0
04-01-2025,11:00,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,04-01-25 NOCA620,45.40758,-73.93253,202,30,283,UP,NEW,0,21,5,0,0,0,0
04-04-2025,10:14,4,ET,630,2651-73115,Red/Yellow,Metal/Green,M,04-04-25 NOCA630,45.41504,-73.91206,124,40,89,STRAIGHT,OLD,6,23,15,0,0,0,0
04-04-2025,13:15,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,04-04-25 NOCA631,45.41010,-73.92917,152,30,68,UP,OLD,8,24,5,0,0,0,0
04-04-2025,13:31,3,ET,617,2991-45869,Red/Yellow,Metal/Yellow,F,04-04-25 NOCA617,45.41067,-73.92924,171,30,288,STRAIGHT,OLD,9,24,5,0,0,0,0
04-05-2025,9:00,4,LF,627,2991-10810,Blue/White,Metal/Green,M,04-05-25 NOCA627,45.42971,-73.93890,213,30,280,STRAIGHT,NEW,2,13,100,0,0,0,0
04-06-2025,10:00,4,LF,620,2651-73197,Red/Black,Metal/Yellow,F,04-06-25 NOCA620,45.40750,-73.93327,202,30,314,UP,NEW,5,11,100,0.1,0,0,0
04-06-2025,11:00,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,04-06-25 NOCA614,45.40781,-73.93317,155,50,224,DOWN,NEW,5,12,100,0,0,0,0
04-06-2025,11:20,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,04-06-25 NOCA617,45.41138,-73.93046,169,50,279,UP,NEW,6,15,50,0,0,0,0
04-06-2025,11:40,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,04-06-25 NOCA617-2,45.41149,-73.92899,201,30,270,UP,NEW,6,15,40,0,0,0,0
04-06-2025,12:00,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,04-06-25 NOCA631,45.41008,-73.92919,200,30,258,DOWN,NEW,5,15,95,0,0,0,0
04-06-2025,13:30,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,04-06-25 NOCA623,45.40749,-73.92534,137,50,225,UP,NEW,7,17,70,0,0,0,0
04-06-2025,14:00,3,LF,637,2991-46015,Red/White,Metal/Green,M,04-06-25 NOCA637,45.40691,-73.92591,172,40,86,DOWN,NEW,7,18,70,0,0,0,0
04-08-2025,9:00,4,LF,627,2991-10810,Blue/White,Metal/Green,M,04-08-25 NOCA627,45.43146,-73.93868,202,30,32,UP,NEW,-1,19,100,0,6,1,3
04-09-2025,10:09,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,04-09-25 NOCA631,45.41007,-73.92924,153,30,121,STRAIGHT,OLD,-4,17,2,0,6,1,2
04-09-2025,12:50,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,04-09-25 NOCA614,45.40659,-73.92538,112,50,25,STRAIGHT,OLD,0,21,3,0,6,1,2
04-10-2025,10:45,4,LF,630,2651-73115,Red/Yellow,Metal/Green,M,04-10-25 NOCA630,45.41502,-73.91202,175,40,100,UP,NEW,4,6,15,0,0,0,0
04-10-2025,13:20,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,04-10-25 NOCA623,45.40749,-73.92517,134,60,200,DOWN,NEW,6,7,95,0,0,0,0
04-13-2025,10:10,4,LF,627,2991-10810,Blue/White,Metal/Green,M,04-13-25 NOCA627,45.43099,-73.93861,226,20,241,UP,NEW,6,11,95,0,0,0,0
04-15-2025,8:45,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,04-15-25 NOCA623,45.40743,-73.92521,144,50,225,UP,NEW,9,8,5,0,0,0,0
04-15-2025,9:15,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,04-15-25 NOCA614,45.40789,-73.93316,173,40,270,UP,NEW,11,13,0,0,0,0,0
04-15-2025,9:45,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,04-15-25 NOCA631,45.41002,-73.92924,200,30,266,STRAIGHT,NEW,12,18,20,0,0,0,0
04-17-2025,9:35,4,LF,627,2991-10810,Blue/White,Metal/Green,M,04-17-25 NOCA627,45.43005,-73.93933,217,20,60,STRAIGHT,NEW,1,19,0,0,0,0,0
04-17-2025,11:00,3,LF,637,2991-46015,Red/White,Metal/Green,M,04-17-25 NOCA637,45.41077,-73.92068,170,50,88,UP,NEW,3,20,0,0,0,0,0
04-18-2025,10:45,4,ET,614,2651-73185,Blue/Green,Metal/Yellow,F,04-18-25 NOCA614,45.40787,-73.93317,132,40,127,STRAIGHT,OLD,9,10,70,0,0,0,0
04-18-2025,11:20,4,ET,631,2991-46012,Black/Black,Metal/Yellow,F,04-18-25 NOCA631,45.41005,-73.92921,157,30,114,STRAIGHT,OLD,10,11,50,0,0,0,0
04-18-2025,12:02,4,ET,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,04-18-25 NOCA623,45.90754,-73.92493,96,60,176,STRAIGHT,OLD,12,12,100,0,0,0,0
04-18-2025,12:37,3,ET,637,2991-46015,Red/White,Metal/Green,M,04-18-25 NOCA637,45.41090,-73.92205,150,30,276,UP,OLD,12,14,100,0,0,0,0
04-19-2025,13:20,4,LF,627,2991-10810,Blue/White,Metal/Green,M,04-19-25 NOCA627,45.43123,-73.93845,225,20,30,STRAIGHT,NEW,19,17,100,0,0,0,0
04-19-2025,13:50,3,LF,617,2991-45869,Red/Yellow,Metal/Yellow,F,04-19-25 NOCA617,45.42939,-73.93853,224,20,20,STRAIGHT,NEW,19,17,100,0,0,0,0
04-22-2025,9:20,3,LF,637,2991-46015,Red/White,Metal/Green,M,04-22-25 NOCA637,45.41064,-73.92069,168,40,123,STRAIGHT,NEW,10,7,95,0,0,0,0
04-22-2025,9:45,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,04-22-25 NOCA631,45.41008,-73.92916,219,20,97,STRAIGHT,NEW,10,8,100,0,0,0,0
04-22-2025,10:30,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,04-22-25 NOCA614,45.40785,-73.93312,181,40,103,UP,NEW,10,21,100,0,0,0,0
04-22-2025,11:15,4,LF,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,04-22-25 NOCA623,45.40749,-73.92525,150,40,245,STRAIGHT,NEW,10,17,100,0,0,0,0
04-22-2025,13:10,4,LF,627,2991-10810,Blue/White,Metal/Green,M,04-22-25 NOCA627,45.43076,-73.93818,224,30,127,STRAIGHT,NEW,10,20,100,0,0,0,0
04-24-2025,9:00,4,LF,614,2651-73185,Blue/Green,Metal/Yellow,F,04-24-25 NOCA614,45.43024,-73.93996,175,40,243,STRAIGHT,NEW,8,10,45,0,0,0,0
04-24-2025,9:45,4,LF,631,2991-46012,Black/Black,Metal/Yellow,F,04-24-25 NOCA631,45.41016,-73.92916,227,20,228,DOWN,NEW,9,15,20,0,0,0,0
04-24-2025,13:00,3,LF,637,2991-46015,Red/White,Metal/Green,M,04-24-25 NOCA637,45.41065,-73.92220,190,40,353,UP,NEW,11,7,45,0,0,0,0
05-08-2025,11:30,4,FPL,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,05-08-25 NOCA623,45.40746,-73.92532,141,40,160,STRAIGHT,OLD,9,11,100,0,0,0,0
05-14-2025,14:22,4,FPL,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,05-14-25 NOCA623,45.40720,-73.92538,141,40,145,STRAIGHT,OLD,26,20,0,0,0,0,0
05-21-2025,12:44,4,FPL,623,2991-46001,Yellow/Yellow,Metal/Yellow,F,05-21-25 NOCA623,45.40717,-73.92538,126,40,140,DOWN,OLD,14,15,100,0,0,0,0
